,_id,close,date,datetime,exchange,gatewayName,high,low,open,openInterest,rawData,symbol,time,volume,vtSymbol
0,5ae1da55e9314e5b1cda95f9,3417.0,20170502,2017-05-02 09:31:00,,,3417.4,3413.8,3413.8,0,,IF0000,09:31:00,214,IF0000
1,5ae1da55e9314e5b1cda95fb,3417.2,20170502,2017-05-02 09:32:00,,,3417.2,3415.0,3416.8,0,,IF0000,09:32:00,145,IF0000
2,5ae1da55e9314e5b1cda95fd,3417.4,20170502,2017-05-02 09:33:00,,,3418.6,3416.6,3417.2,0,,IF0000,09:33:00,132,IF0000
3,5ae1da55e9314e5b1cda95ff,3416.2,20170502,2017-05-02 09:34:00,,,3417.6,3415.2,3417.4,0,,IF0000,09:34:00,84,IF0000
4,5ae1da55e9314e5b1cda9601,3417.0,20170502,2017-05-02 09:35:00,,,3417.8,3416.2,3416.2,0,,IF0000,09:35:00,59,IF0000
5,5ae1da55e9314e5b1cda9603,3418.0,20170502,2017-05-02 09:36:00,,,3418.4,3416.8,3416.8,0,,IF0000,09:36:00,80,IF0000
6,5ae1da55e9314e5b1cda9605,3416.6,20170502,2017-05-02 09:37:00,,,3418.0,3416.0,3417.8,0,,IF0000,09:37:00,61,IF0000
7,5ae1da55e9314e5b1cda9607,3414.8,20170502,2017-05-02 09:38:00,,,3417.2,3412.8,3416.4,0,,IF0000,09:38:00,81,IF0000
8,5ae1da55e9314e5b1cda9609,3412.2,20170502,2017-05-02 09:39:00,,,3414.0,3411.0,3414.0,0,,IF0000,09:39:00,83,IF0000
9,5ae1da55e9314e5b1cda960b,3412.0,20170502,2017-05-02 09:40:00,,,3414.2,3412.0,3412.0,0,,IF0000,09:40:00,64,IF0000
10,5ae1da55e9314e5b1cda960d,3410.6,20170502,2017-05-02 09:41:00,,,3412.0,3409.2,3412.0,0,,IF0000,09:41:00,102,IF0000
11,5ae1da55e9314e5b1cda960f,3411.6,20170502,2017-05-02 09:42:00,,,3412.6,3411.0,3411.2,0,,IF0000,09:42:00,55,IF0000
12,5ae1da55e9314e5b1cda9611,3411.2,20170502,2017-05-02 09:43:00,,,3411.6,3410.8,3411.4,0,,IF0000,09:43:00,61,IF0000
13,5ae1da55e9314e5b1cda9613,3411.4,20170502,2017-05-02 09:44:00,,,3411.8,3410.2,3410.8,0,,IF0000,09:44:00,56,IF0000
14,5ae1da55e9314e5b1cda9615,3408.6,20170502,2017-05-02 09:45:00,,,3411.6,3407.4,3411.6,0,,IF0000,09:45:00,98,IF0000
15,5ae1da55e9314e5b1cda9617,3406.0,20170502,2017-05-02 09:46:00,,,3408.6,3405.6,3408.6,0,,IF0000,09:46:00,159,IF0000
16,5ae1da55e9314e5b1cda9619,3406.0,20170502,2017-05-02 09:47:00,,,3406.6,3404.0,3406.0,0,,IF0000,09:47:00,123,IF0000
17,5ae1da55e9314e5b1cda961b,3407.8,20170502,2017-05-02 09:48:00,,,3409.2,3405.8,3406.0,0,,IF0000,09:48:00,139,IF0000
18,5ae1da55e9314e5b1cda961d,3408.2,20170502,2017-05-02 09:49:00,,,3408.2,3407.0,3407.6,0,,IF0000,09:49:00,79,IF0000
19,5ae1da55e9314e5b1cda961f,3406.6,20170502,2017-05-02 09:50:00,,,3408.2,3406.6,3408.2,0,,IF0000,09:50:00,43,IF0000
20,5ae1da55e9314e5b1cda9621,3408.2,20170502,2017-05-02 09:51:00,,,3408.8,3406.6,3407.0,0,,IF0000,09:51:00,48,IF0000
21,5ae1da55e9314e5b1cda9623,3407.8,20170502,2017-05-02 09:52:00,,,3408.8,3407.8,3408.4,0,,IF0000,09:52:00,47,IF0000
22,5ae1da55e9314e5b1cda9625,3409.2,20170502,2017-05-02 09:53:00,,,3409.8,3407.6,3408.2,0,,IF0000,09:53:00,60,IF0000
23,5ae1da55e9314e5b1cda9627,3409.0,20170502,2017-05-02 09:54:00,,,3409.6,3408.4,3409.0,0,,IF0000,09:54:00,41,IF0000
24,5ae1da55e9314e5b1cda9629,3409.8,20170502,2017-05-02 09:55:00,,,3410.8,3409.2,3409.6,0,,IF0000,09:55:00,53,IF0000
25,5ae1da55e9314e5b1cda962b,3409.4,20170502,2017-05-02 09:56:00,,,3410.0,3409.4,3409.6,0,,IF0000,09:56:00,31,IF0000
26,5ae1da55e9314e5b1cda962d,3410.8,20170502,2017-05-02 09:57:00,,,3410.8,3408.6,3409.4,0,,IF0000,09:57:00,46,IF0000
27,5ae1da55e9314e5b1cda962f,3410.6,20170502,2017-05-02 09:58:00,,,3411.4,3410.2,3410.2,0,,IF0000,09:58:00,49,IF0000
28,5ae1da55e9314e5b1cda9631,3411.8,20170502,2017-05-02 09:59:00,,,3413.0,3410.4,3410.8,0,,IF0000,09:59:00,101,IF0000
29,5ae1da55e9314e5b1cda9633,3412.8,20170502,2017-05-02 10:00:00,,,3412.8,3411.6,3412.0,0,,IF0000,10:00:00,71,IF0000
30,5ae1da55e9314e5b1cda9635,3414.8,20170502,2017-05-02 10:01:00,,,3415.0,3412.6,3412.8,0,,IF0000,10:01:00,72,IF0000
31,5ae1da55e9314e5b1cda9637,3415.0,20170502,2017-05-02 10:02:00,,,3415.4,3413.4,3414.8,0,,IF0000,10:02:00,61,IF0000
32,5ae1da55e9314e5b1cda9639,3414.8,20170502,2017-05-02 10:03:00,,,3415.2,3414.2,3415.2,0,,IF0000,10:03:00,50,IF0000
33,5ae1da55e9314e5b1cda963b,3414.6,20170502,2017-05-02 10:04:00,,,3415.4,3414.4,3415.2,0,,IF0000,10:04:00,46,IF0000
34,5ae1da55e9314e5b1cda963d,3416.6,20170502,2017-05-02 10:05:00,,,3416.8,3414.4,3414.4,0,,IF0000,10:05:00,51,IF0000
35,5ae1da55e9314e5b1cda963f,3418.2,20170502,2017-05-02 10:06:00,,,3419.6,3416.6,3417.2,0,,IF0000,10:06:00,134,IF0000
36,5ae1da55e9314e5b1cda9641,3419.0,20170502,2017-05-02 10:07:00,,,3419.6,3418.2,3418.2,0,,IF0000,10:07:00,82,IF0000
37,5ae1da55e9314e5b1cda9643,3417.4,20170502,2017-05-02 10:08:00,,,3419.0,3417.4,3419.0,0,,IF0000,10:08:00,79,IF0000
38,5ae1da55e9314e5b1cda9645,3417.0,20170502,2017-05-02 10:09:00,,,3418.8,3416.6,3417.4,0,,IF0000,10:09:00,61,IF0000
39,5ae1da55e9314e5b1cda9647,3417.6,20170502,2017-05-02 10:10:00,,,3418.2,3417.2,3417.6,0,,IF0000,10:10:00,34,IF0000
40,5ae1da55e9314e5b1cda9649,3417.4,20170502,2017-05-02 10:11:00,,,3419.2,3417.4,3417.8,0,,IF0000,10:11:00,46,IF0000
41,5ae1da55e9314e5b1cda964b,3419.2,20170502,2017-05-02 10:12:00,,,3419.6,3417.2,3417.4,0,,IF0000,10:12:00,70,IF0000
42,5ae1da55e9314e5b1cda964d,3418.0,20170502,2017-05-02 10:13:00,,,3419.8,3417.8,3419.2,0,,IF0000,10:13:00,61,IF0000
43,5ae1da55e9314e5b1cda964f,3418.2,20170502,2017-05-02 10:14:00,,,3419.0,3417.8,3418.6,0,,IF0000,10:14:00,40,IF0000
44,5ae1da55e9314e5b1cda9651,3419.2,20170502,2017-05-02 10:15:00,,,3420.6,3418.4,3418.4,0,,IF0000,10:15:00,83,IF0000
45,5ae1da55e9314e5b1cda9653,3417.2,20170502,2017-05-02 10:16:00,,,3419.4,3417.0,3419.2,0,,IF0000,10:16:00,63,IF0000
46,5ae1da55e9314e5b1cda9655,3417.0,20170502,2017-05-02 10:17:00,,,3417.6,3416.4,3416.4,0,,IF0000,10:17:00,31,IF0000
47,5ae1da55e9314e5b1cda9657,3417.0,20170502,2017-05-02 10:18:00,,,3417.6,3416.8,3416.8,0,,IF0000,10:18:00,19,IF0000
48,5ae1da55e9314e5b1cda9659,3419.4,20170502,2017-05-02 10:19:00,,,3419.4,3416.8,3416.8,0,,IF0000,10:19:00,75,IF0000
49,5ae1da55e9314e5b1cda965b,3417.8,20170502,2017-05-02 10:20:00,,,3419.2,3417.6,3419.2,0,,IF0000,10:20:00,46,IF0000
50,5ae1da55e9314e5b1cda965d,3418.0,20170502,2017-05-02 10:21:00,,,3419.2,3418.0,3418.4,0,,IF0000,10:21:00,26,IF0000
51,5ae1da55e9314e5b1cda965f,3420.6,20170502,2017-05-02 10:22:00,,,3420.8,3418.0,3418.0,0,,IF0000,10:22:00,73,IF0000
52,5ae1da55e9314e5b1cda9661,3420.2,20170502,2017-05-02 10:23:00,,,3421.6,3420.0,3420.8,0,,IF0000,10:23:00,72,IF0000
53,5ae1da55e9314e5b1cda9663,3420.6,20170502,2017-05-02 10:24:00,,,3420.6,3419.6,3419.6,0,,IF0000,10:24:00,52,IF0000
